基金代码,基金周增长,基金月增长,基金3月增长,基金6月增长,基金年增长,最大回撤,收益波动率,基金6月增长排名,基金年增长排名,最大回撤排名,总平均排名
005506,0.0497901564288439,0.0497901564288439,0.0497901564288439,0.0497901564288439,0.0497901564288439,0.4496,0.0141,384.0,384.0,1949.5,905.8333333333334
008872,0.0145096731154101,0.0145096731154101,0.0145096731154101,0.0145096731154101,0.0145096731154101,0.2535,0.01,1204.0,1204.0,311.5,906.5
000946,0.0500242836328313,0.0500242836328313,0.0500242836328313,0.0500242836328313,0.0500242836328313,0.4508,0.0158,378.0,378.0,1964.0,906.6666666666666
008373,0.0470269604825803,0.0470269604825803,0.0470269604825803,0.0470269604825803,0.0470269604825803,0.4377,0.017,440.0,440.0,1841.5,907.1666666666666
006967,0.0453787738470086,0.0453787738470086,0.0453787738470086,0.0453787738470086,0.0453787738470086,0.4311,0.0108,477.0,477.0,1768.0,907.3333333333334
008382,0.0393625192012288,0.0393625192012288,0.0393625192012288,0.0393625192012288,0.0393625192012288,0.4131,0.0114,582.0,582.0,1564.0,909.3333333333334
011685,0.0201276386843396,0.0201276386843396,0.0201276386843396,0.0201276386843396,0.0201276386843396,0.3303,0.0135,980.0,980.0,768.5,909.5
008293,0.0612262902514337,0.0612262902514337,0.0612262902514337,0.0612262902514337,0.0612262902514337,0.5169,0.0234,181.0,181.0,2368.5,910.1666666666666
010947,0.0151913875598086,0.0151913875598086,0.0151913875598086,0.0151913875598086,0.0151913875598086,0.2719,0.0139,1169.0,1169.0,393.0,910.3333333333334
007013,0.0358416945373467,0.0358416945373467,0.0358416945373467,0.0358416945373467,0.0358416945373467,0.4044,0.0132,635.0,635.0,1462.0,910.6666666666666
011686,0.0201600948710346,0.0201600948710346,0.0201600948710346,0.0201600948710346,0.0201600948710346,0.3313,0.0134,979.0,979.0,774.0,910.6666666666666
008315,0.0423363655016757,0.0423363655016757,0.0423363655016757,0.0423363655016757,0.0423363655016757,0.4208,0.0149,531.0,531.0,1671.5,911.1666666666666
009140,0.023732847941753,0.023732847941753,0.023732847941753,0.023732847941753,0.023732847941753,0.3509,0.0137,889.0,889.0,956.0,911.3333333333334
010696,0.0136986301369864,0.0136986301369864,0.0136986301369864,0.0136986301369864,0.0136986301369864,0.2182,0.012,1267.0,1267.0,201.5,911.8333333333334
011202,0.0174601453204641,0.0174601453204641,0.0174601453204641,0.0174601453204641,0.0174601453204641,0.3061,0.0149,1069.0,1069.0,598.0,912.0
005635,0.0569769796800108,0.0569769796800108,0.0569769796800108,0.0569769796800108,0.0569769796800108,0.4935,0.0088,248.0,248.0,2242.0,912.6666666666666
010948,0.0152357920193471,0.0152357920193471,0.0152357920193471,0.0152357920193471,0.0152357920193471,0.2742,0.0143,1166.0,1166.0,406.5,912.8333333333334
010387,0.0685407454200884,0.0685407454200884,0.0685407454200884,0.0685407454200884,0.0685407454200884,0.5697,0.0226,98.0,98.0,2548.0,914.6666666666666
005475,0.0433336967186307,0.0433336967186307,0.0433336967186307,0.0433336967186307,0.0433336967186307,0.4267,0.015,508.0,508.0,1729.5,915.1666666666666
006968,0.0454205607476635,0.0454205607476635,0.0454205607476635,0.0454205607476635,0.0454205607476635,0.4339,0.0107,472.0,472.0,1802.0,915.3333333333334
012429,0.0222301900322695,0.0222301900322695,0.0222301900322695,0.0222301900322695,0.0222301900322695,0.3439,0.0161,925.0,925.0,897.0,915.6666666666666
005402,0.0859719538179476,0.0859719538179476,0.0859719538179476,0.0859719538179476,0.0859719538179476,0.6285,0.0146,20.0,20.0,2708.0,916.0
005505,0.0496782740348221,0.0496782740348221,0.0496782740348221,0.0496782740348221,0.0496782740348221,0.4535,0.0142,385.0,385.0,1980.0,916.6666666666666
008271,0.0582513160906385,0.0582513160906385,0.0582513160906385,0.0582513160906385,0.0582513160906385,0.5017,0.017,229.0,229.0,2298.0,918.6666666666666
008328,0.0508213552361396,0.0508213552361396,0.0508213552361396,0.0508213552361396,0.0508213552361396,0.4617,0.0188,358.0,358.0,2042.0,919.3333333333334
006227,0.0560680769842532,0.0560680769842532,0.0560680769842532,0.0560680769842532,0.0560680769842532,0.4916,0.0107,265.0,265.0,2230.0,920.0
008412,0.0492617107942974,0.0492617107942974,0.0492617107942974,0.0492617107942974,0.0492617107942974,0.453,0.0152,393.0,393.0,1975.0,920.3333333333334
008954,0.0189594356261023,0.0189594356261023,0.0189594356261023,0.0189594356261023,0.0189594356261023,0.3256,0.0114,1013.0,1013.0,735.5,920.5
168102,0.0720384204909283,0.0720384204909283,0.0720384204909283,0.0720384204909283,0.0720384204909283,0.5937,0.0118,72.0,72.0,2618.0,920.6666666666666
006022,0.0554987502840264,0.0554987502840264,0.0554987502840264,0.0554987502840264,0.0554987502840264,0.4876,0.0113,280.0,280.0,2203.5,921.1666666666666
000996,0.0686184812442817,0.0686184812442817,0.0686184812442817,0.0686184812442817,0.0686184812442817,0.5815,0.0109,96.0,96.0,2575.0,922.3333333333334
210009,0.0398496240601503,0.0398496240601503,0.0398496240601503,0.0398496240601503,0.0398496240601503,0.4169,0.012,575.0,575.0,1617.5,922.5
519997,0.0121532295841357,0.0121532295841357,0.0121532295841357,0.0121532295841357,0.0121532295841357,0.144,0.0049,1348.0,1348.0,75.0,923.6666666666666
151001,0.0126868446493641,0.0126868446493641,0.0126868446493641,0.0126868446493641,0.0126868446493641,0.1999,0.0085,1308.0,1308.0,160.0,925.3333333333334
008413,0.0495279968964179,0.0495279968964179,0.0495279968964179,0.0495279968964179,0.0495279968964179,0.458,0.0155,387.0,387.0,2005.5,926.5
008305,0.0393442622950818,0.0393442622950818,0.0393442622950818,0.0393442622950818,0.0393442622950818,0.4166,0.0095,584.0,584.0,1612.0,926.6666666666666
007548,0.0559150593704845,0.0559150593704845,0.0559150593704845,0.0559150593704845,0.0559150593704845,0.4935,0.0148,270.0,270.0,2242.0,927.3333333333334
700001,0.0471204188481676,0.0471204188481676,0.0471204188481676,0.0471204188481676,0.0471204188481676,0.4456,0.0081,437.0,437.0,1908.0,927.3333333333334
900022,0.0202251478725432,0.0202251478725432,0.0202251478725432,0.0202251478725432,0.0202251478725432,0.3374,0.0085,977.0,977.0,829.0,927.6666666666666
007217,0.051721094439541,0.051721094439541,0.051721094439541,0.051721094439541,0.051721094439541,0.4706,0.0154,340.0,340.0,2105.0,928.3333333333334
008264,0.0432582668187001,0.0432582668187001,0.0432582668187001,0.0432582668187001,0.0432582668187001,0.4311,0.0138,510.0,510.0,1768.0,929.3333333333334
008065,0.0317405673368218,0.0317405673368218,0.0317405673368218,0.0317405673368218,0.0317405673368218,0.3925,0.0153,722.0,722.0,1350.0,931.3333333333334
010420,0.0293718375910155,0.0293718375910155,0.0293718375910155,0.0293718375910155,0.0293718375910155,0.3838,0.0147,763.0,763.0,1268.0,931.3333333333334
501092,0.016030336981815,0.016030336981815,0.016030336981815,0.016030336981815,0.016030336981815,0.2958,0.0096,1130.0,1130.0,534.5,931.5
010338,0.012208181623474,0.012208181623474,0.012208181623474,0.012208181623474,0.012208181623474,0.18,0.0087,1341.0,1341.0,115.0,932.3333333333334
000778,0.0755693581780537,0.0755693581780537,0.0755693581780537,0.0755693581780537,0.0755693581780537,0.6255,0.012,49.0,49.0,2699.0,932.3333333333334
009693,0.031411730879816,0.031411730879816,0.031411730879816,0.031411730879816,0.031411730879816,0.3919,0.0238,728.0,728.0,1343.5,933.1666666666666
007012,0.0355023081996043,0.0355023081996043,0.0355023081996043,0.0355023081996043,0.0355023081996043,0.4091,0.0134,643.0,643.0,1514.0,933.3333333333334
000354,0.0203269995581088,0.0203269995581088,0.0203269995581088,0.0203269995581088,0.0203269995581088,0.3388,0.0076,975.0,975.0,850.0,933.3333333333334
006226,0.0594882330967501,0.0594882330967501,0.0594882330967501,0.0594882330967501,0.0594882330967501,0.5222,0.0163,206.0,206.0,2393.0,935.0
006225,0.0593582401599853,0.0593582401599853,0.0593582401599853,0.0593582401599853,0.0593582401599853,0.5202,0.016,209.0,209.0,2387.5,935.1666666666666
010275,0.0428587087580839,0.0428587087580839,0.0428587087580839,0.0428587087580839,0.0428587087580839,0.43,0.017,523.0,523.0,1760.5,935.5
000800,0.0248508946322066,0.0248508946322066,0.0248508946322066,0.0248508946322066,0.0248508946322066,0.3658,0.0136,857.0,857.0,1093.0,935.6666666666666
011373,0.0235198702351986,0.0235198702351986,0.0235198702351986,0.0235198702351986,0.0235198702351986,0.3583,0.0292,895.0,895.0,1018.0,936.0
010339,0.012176724137931,0.012176724137931,0.012176724137931,0.012176724137931,0.012176724137931,0.1835,0.0088,1345.0,1345.0,121.0,937.0
011384,0.0143023255813953,0.0143023255813953,0.0143023255813953,0.0143023255813953,0.0143023255813953,0.2652,0.015,1223.0,1223.0,367.0,937.6666666666666
006345,0.0625949979273179,0.0625949979273179,0.0625949979273179,0.0625949979273179,0.0625949979273179,0.5447,0.0125,168.0,168.0,2479.5,938.5
006347,0.0243790248390065,0.0243790248390065,0.0243790248390065,0.0243790248390065,0.0243790248390065,0.3645,0.0114,870.0,870.0,1078.0,939.3333333333334
006205,0.0655953102890641,0.0655953102890641,0.0655953102890641,0.0655953102890641,0.0655953102890641,0.5756,0.0109,129.0,129.0,2561.0,939.6666666666666
011068,0.0178102189781023,0.0178102189781023,0.0178102189781023,0.0178102189781023,0.0178102189781023,0.3219,0.0212,1058.0,1058.0,703.0,939.6666666666666
519688,0.0121506075303765,0.0121506075303765,0.0121506075303765,0.0121506075303765,0.0121506075303765,0.1839,0.0029,1350.0,1350.0,123.0,941.0
501081,0.0342170858826194,0.0342170858826194,0.0342170858826194,0.0342170858826194,0.0342170858826194,0.4084,0.0137,660.0,660.0,1504.0,941.3333333333334
005474,0.0432051976177585,0.0432051976177585,0.0432051976177585,0.0432051976177585,0.0432051976177585,0.4331,0.0152,515.0,515.0,1794.5,941.5
010276,0.0430226144511859,0.0430226144511859,0.0430226144511859,0.0430226144511859,0.0430226144511859,0.4326,0.0171,518.0,518.0,1789.5,941.8333333333334
001267,0.059185242121445,0.059185242121445,0.059185242121445,0.059185242121445,0.059185242121445,0.5229,0.0179,215.0,215.0,2396.0,942.0
000513,0.0816579028765851,0.0816579028765851,0.0816579028765851,0.0816579028765851,0.0816579028765851,0.6559,0.0134,29.0,29.0,2769.0,942.3333333333334
005905,0.0428096246058144,0.0428096246058144,0.0428096246058144,0.0428096246058144,0.0428096246058144,0.432,0.0159,525.0,525.0,1779.0,943.0
008066,0.0318391286133222,0.0318391286133222,0.0318391286133222,0.0318391286133222,0.0318391286133222,0.3969,0.015,720.0,720.0,1389.0,943.0
011385,0.0142974334934959,0.0142974334934959,0.0142974334934959,0.0142974334934959,0.0142974334934959,0.2689,0.0152,1224.0,1224.0,382.0,943.3333333333334
007177,0.0514889417774423,0.0514889417774423,0.0514889417774423,0.0514889417774423,0.0514889417774423,0.4763,0.0157,347.0,347.0,2136.0,943.3333333333334
001678,0.0556394763343402,0.0556394763343402,0.0556394763343402,0.0556394763343402,0.0556394763343402,0.4984,0.0138,276.0,276.0,2278.0,943.3333333333334
008265,0.0434247665918796,0.0434247665918796,0.0434247665918796,0.0434247665918796,0.0434247665918796,0.4352,0.0135,507.0,507.0,1817.5,943.8333333333334
004212,0.0415851688068714,0.0415851688068714,0.0415851688068714,0.0415851688068714,0.0415851688068714,0.4286,0.0106,544.0,544.0,1747.0,945.0
007412,0.0586192810457515,0.0586192810457515,0.0586192810457515,0.0586192810457515,0.0586192810457515,0.5225,0.014,223.0,223.0,2394.5,946.8333333333334
001703,0.0498602050326189,0.0498602050326189,0.0498602050326189,0.0498602050326189,0.0498602050326189,0.4667,0.0134,382.0,382.0,2079.0,947.6666666666666
009513,0.0197536986527812,0.0197536986527812,0.0197536986527812,0.0197536986527812,0.0197536986527812,0.3398,0.0112,992.0,992.0,860.0,948.0
009514,0.019873079492318,0.019873079492318,0.019873079492318,0.019873079492318,0.019873079492318,0.3411,0.0111,989.0,989.0,868.0,948.6666666666666
003751,0.0799490654418117,0.0799490654418117,0.0799490654418117,0.0799490654418117,0.0799490654418117,0.6617,0.0179,32.0,32.0,2782.0,948.6666666666666
005267,0.0645756457564575,0.0645756457564575,0.0645756457564575,0.0645756457564575,0.0645756457564575,0.5782,0.0117,138.0,138.0,2570.5,948.8333333333334
011374,0.0235855487389229,0.0235855487389229,0.0235855487389229,0.0235855487389229,0.0235855487389229,0.363,0.0297,893.0,893.0,1063.0,949.6666666666666
001955,0.0757927300850735,0.0757927300850735,0.0757927300850735,0.0757927300850735,0.0757927300850735,0.6534,0.0138,46.0,46.0,2763.0,951.6666666666666
002697,0.0600739371534195,0.0600739371534195,0.0600739371534195,0.0600739371534195,0.0600739371534195,0.5371,0.0116,199.0,199.0,2457.5,951.8333333333334
004783,0.0418317921620432,0.0418317921620432,0.0418317921620432,0.0418317921620432,0.0418317921620432,0.4316,0.0107,540.0,540.0,1776.0,952.0
004858,0.0591623329419,0.0591623329419,0.0591623329419,0.0591623329419,0.0591623329419,0.5282,0.0094,216.0,216.0,2424.0,952.0
009794,0.0206716234986519,0.0206716234986519,0.0206716234986519,0.0206716234986519,0.0206716234986519,0.348,0.0223,963.0,963.0,930.5,952.1666666666666
010991,0.0150107219442458,0.0150107219442458,0.0150107219442458,0.0150107219442458,0.0150107219442458,0.2899,0.0105,1179.0,1179.0,499.0,952.3333333333334
001974,0.0550116550116549,0.0550116550116549,0.0550116550116549,0.0550116550116549,0.0550116550116549,0.498,0.0092,295.0,295.0,2272.5,954.1666666666666
260117,0.0192096597145992,0.0192096597145992,0.0192096597145992,0.0192096597145992,0.0192096597145992,0.3393,0.0067,1009.0,1009.0,854.5,957.5
009681,0.0288010017739747,0.0288010017739747,0.0288010017739747,0.0288010017739747,0.0288010017739747,0.3916,0.0184,769.0,769.0,1341.0,959.6666666666666
010380,0.0122122122122123,0.0122122122122123,0.0122122122122123,0.0122122122122123,0.0122122122122123,0.218,0.01,1340.0,1340.0,199.5,959.8333333333334
011259,0.0423943872219734,0.0423943872219734,0.0423943872219734,0.0423943872219734,0.0423943872219734,0.4355,0.0226,530.0,530.0,1820.5,960.1666666666666
001707,0.0237812128418549,0.0237812128418549,0.0237812128418549,0.0237812128418549,0.0237812128418549,0.3676,0.0127,886.0,886.0,1109.0,960.3333333333334
006346,0.0242402862470392,0.0242402862470392,0.0242402862470392,0.0242402862470392,0.0242402862470392,0.371,0.0116,873.0,873.0,1137.0,961.0
010784,0.0253756260434057,0.0253756260434057,0.0253756260434057,0.0253756260434057,0.0253756260434057,0.378,0.0146,840.0,840.0,1204.0,961.3333333333334
010783,0.0252743598270702,0.0252743598270702,0.0252743598270702,0.0252743598270702,0.0252743598270702,0.3769,0.0145,844.0,844.0,1196.0,961.3333333333334
009376,0.0270463197969543,0.0270463197969543,0.0270463197969543,0.0270463197969543,0.0270463197969543,0.3839,0.0136,807.0,807.0,1270.0,961.3333333333334
450007,0.0456241836163462,0.0456241836163462,0.0456241836163462,0.0456241836163462,0.0456241836163462,0.4496,0.0086,469.0,469.0,1949.5,962.5
001163,0.0702096538274011,0.0702096538274011,0.0702096538274011,0.0702096538274011,0.0702096538274011,0.643,0.0124,73.0,73.0,2742.0,962.6666666666666
005106,0.0122406261376046,0.0122406261376046,0.0122406261376046,0.0122406261376046,0.0122406261376046,0.224,0.0164,1335.0,1335.0,219.0,963.0
011238,0.0155981331368213,0.0155981331368213,0.0155981331368213,0.0155981331368213,0.0155981331368213,0.3053,0.0169,1151.0,1151.0,589.0,963.6666666666666
860018,0.0529617104832552,0.0529617104832552,0.0529617104832552,0.0529617104832552,0.0529617104832552,0.4941,0.0123,324.0,324.0,2248.0,965.3333333333334
010379,0.0121380957118694,0.0121380957118694,0.0121380957118694,0.0121380957118694,0.0121380957118694,0.216,0.01,1352.0,1352.0,193.0,965.6666666666666
000913,0.0560625814863102,0.0560625814863102,0.0560625814863102,0.0560625814863102,0.0560625814863102,0.5165,0.0236,266.0,266.0,2365.0,965.6666666666666
010417,0.0370153621068032,0.0370153621068032,0.0370153621068032,0.0370153621068032,0.0370153621068032,0.4206,0.0205,614.0,614.0,1670.0,966.0
012520,0.0135958743553679,0.0135958743553679,0.0135958743553679,0.0135958743553679,0.0135958743553679,0.263,0.0197,1269.0,1269.0,360.0,966.0
002621,0.0595184007269422,0.0595184007269422,0.0595184007269422,0.0595184007269422,0.0595184007269422,0.5481,0.0119,205.0,205.0,2490.0,966.6666666666666
009556,0.0341447651874191,0.0341447651874191,0.0341447651874191,0.0341447651874191,0.0341447651874191,0.4147,0.0139,662.0,662.0,1583.5,969.1666666666666
009682,0.0290421375013201,0.0290421375013201,0.0290421375013201,0.0290421375013201,0.0290421375013201,0.396,0.0185,766.0,766.0,1377.5,969.8333333333334
001144,0.0544776119402984,0.0544776119402984,0.0544776119402984,0.0544776119402984,0.0544776119402984,0.5029,0.0094,303.0,303.0,2304.0,970.0
001883,0.0495143166978149,0.0495143166978149,0.0495143166978149,0.0495143166978149,0.0495143166978149,0.4762,0.0089,389.0,389.0,2135.0,971.0
009697,0.0219169120052338,0.0219169120052338,0.0219169120052338,0.0219169120052338,0.0219169120052338,0.361,0.017,935.0,935.0,1045.0,971.6666666666666
009698,0.0220661157024792,0.0220661157024792,0.0220661157024792,0.0220661157024792,0.0220661157024792,0.3624,0.0169,930.0,930.0,1056.0,972.0
005247,0.0408506548119667,0.0408506548119667,0.0408506548119667,0.0408506548119667,0.0408506548119667,0.4343,0.0097,556.0,556.0,1805.0,972.3333333333334
009398,0.0162340271638672,0.0162340271638672,0.0162340271638672,0.0162340271638672,0.0162340271638672,0.3193,0.0125,1117.0,1117.0,683.0,972.3333333333334
011239,0.0155998514299864,0.0155998514299864,0.0155998514299864,0.0155998514299864,0.0155998514299864,0.3085,0.0172,1150.0,1150.0,618.0,972.6666666666666
005889,0.0664124305245648,0.0664124305245648,0.0664124305245648,0.0664124305245648,0.0664124305245648,0.6192,0.0185,120.0,120.0,2680.0,973.3333333333334
005904,0.0426217006312757,0.0426217006312757,0.0426217006312757,0.0426217006312757,0.0426217006312757,0.4405,0.0162,528.0,528.0,1864.5,973.5
000955,0.033574720210665,0.033574720210665,0.033574720210665,0.033574720210665,0.033574720210665,0.414,0.0116,674.0,674.0,1576.0,974.6666666666666
009893,0.0208917690298868,0.0208917690298868,0.0208917690298868,0.0208917690298868,0.0208917690298868,0.357,0.0138,958.0,958.0,1008.5,974.8333333333334
000978,0.0462459194776931,0.0462459194776931,0.0462459194776931,0.0462459194776931,0.0462459194776931,0.4587,0.0076,458.0,458.0,2011.0,975.6666666666666
005504,0.0523303352412102,0.0523303352412102,0.0523303352412102,0.0523303352412102,0.0523303352412102,0.4973,0.0079,332.0,332.0,2269.0,977.6666666666666
008681,0.025451418744626,0.025451418744626,0.025451418744626,0.025451418744626,0.025451418744626,0.3823,0.0107,839.0,839.0,1255.5,977.8333333333334
000612,0.0700966075039317,0.0700966075039317,0.0700966075039317,0.0700966075039317,0.0700966075039317,0.6647,0.0131,75.0,75.0,2786.5,978.8333333333334
008270,0.0201232905831502,0.0201232905831502,0.0201232905831502,0.0201232905831502,0.0201232905831502,0.3527,0.011,982.0,982.0,973.5,979.1666666666666
004292,0.0360482027841262,0.0360482027841262,0.0360482027841262,0.0360482027841262,0.0360482027841262,0.4216,0.0176,631.0,631.0,1678.0,980.0
008488,0.022754491017964,0.022754491017964,0.022754491017964,0.022754491017964,0.022754491017964,0.3693,0.0134,912.0,912.0,1122.0,982.0
005888,0.0662789771369393,0.0662789771369393,0.0662789771369393,0.0662789771369393,0.0662789771369393,0.6258,0.0188,123.0,123.0,2700.0,982.0
004236,0.0559395422639377,0.0559395422639377,0.0559395422639377,0.0559395422639377,0.0559395422639377,0.526,0.0102,267.0,267.0,2415.0,983.0
009872,0.0348979819377857,0.0348979819377857,0.0348979819377857,0.0348979819377857,0.0348979819377857,0.4187,0.012,654.0,654.0,1643.5,983.8333333333334
009664,0.0301329055912007,0.0301329055912007,0.0301329055912007,0.0301329055912007,0.0301329055912007,0.4034,0.0141,751.0,751.0,1450.0,984.0
710001,0.0593595905374196,0.0593595905374196,0.0593595905374196,0.0593595905374196,0.0593595905374196,0.5688,0.0094,208.0,208.0,2542.5,986.1666666666666
009210,0.013738622703074,0.013738622703074,0.013738622703074,0.013738622703074,0.013738622703074,0.2815,0.0103,1261.0,1261.0,446.0,989.3333333333334
004716,0.0530177949000183,0.0530177949000183,0.0530177949000183,0.0530177949000183,0.0530177949000183,0.5061,0.0097,323.0,323.0,2323.0,989.6666666666666
004851,0.0699047989119875,0.0699047989119875,0.0699047989119875,0.0699047989119875,0.0699047989119875,0.6829,0.02,78.0,78.0,2815.0,990.3333333333334
000082,0.0292682926829267,0.0292682926829267,0.0292682926829267,0.0292682926829267,0.0292682926829267,0.4031,0.0067,765.0,765.0,1444.5,991.5
012977,0.0169514148424987,0.0169514148424987,0.0169514148424987,0.0169514148424987,0.0169514148424987,0.3355,0.0256,1084.0,1084.0,809.5,992.5
008260,0.0359376123050384,0.0359376123050384,0.0359376123050384,0.0359376123050384,0.0359376123050384,0.4248,0.0143,634.0,634.0,1710.0,992.6666666666666
002622,0.0110296953335904,0.0110296953335904,0.0110296953335904,0.0110296953335904,0.0110296953335904,0.1651,0.0029,1444.0,1444.0,91.0,993.0
011626,0.011639733303198,0.011639733303198,0.011639733303198,0.011639733303198,0.011639733303198,0.2126,0.0118,1398.0,1398.0,187.0,994.3333333333334
011938,0.0351763022805689,0.0351763022805689,0.0351763022805689,0.0351763022805689,0.0351763022805689,0.422,0.025,650.0,650.0,1684.0,994.6666666666666
011627,0.0116464946334779,0.0116464946334779,0.0116464946334779,0.0116464946334779,0.0116464946334779,0.2149,0.0122,1397.0,1397.0,191.0,995.0
005209,0.0530869971936389,0.0530869971936389,0.0530869971936389,0.0530869971936389,0.0530869971936389,0.5115,0.0285,322.0,322.0,2344.0,996.0
009211,0.0137698103403481,0.0137698103403481,0.0137698103403481,0.0137698103403481,0.0137698103403481,0.2848,0.0102,1258.0,1258.0,472.5,996.1666666666666
005210,0.0532310274547416,0.0532310274547416,0.0532310274547416,0.0532310274547416,0.0532310274547416,0.5145,0.0287,316.0,316.0,2356.5,996.1666666666666
009665,0.0304792926942764,0.0304792926942764,0.0304792926942764,0.0304792926942764,0.0304792926942764,0.4072,0.0143,746.0,746.0,1497.0,996.3333333333334
008269,0.0199929849175727,0.0199929849175727,0.0199929849175727,0.0199929849175727,0.0199929849175727,0.3585,0.0112,986.0,986.0,1019.0,997.0
010678,0.0150338878619839,0.0150338878619839,0.0150338878619839,0.0150338878619839,0.0150338878619839,0.3125,0.0135,1176.0,1176.0,639.0,997.0
005827,0.0627375575727764,0.0627375575727764,0.0627375575727764,0.0627375575727764,0.0627375575727764,0.6126,0.0164,166.0,166.0,2662.0,998.0
005701,0.0394613216410899,0.0394613216410899,0.0394613216410899,0.0394613216410899,0.0394613216410899,0.4375,0.0248,579.0,579.0,1839.0,999.0
011939,0.0353270077939682,0.0353270077939682,0.0353270077939682,0.0353270077939682,0.0353270077939682,0.4243,0.0248,648.0,648.0,1702.5,999.5
010088,0.0174588871367424,0.0174588871367424,0.0174588871367424,0.0174588871367424,0.0174588871367424,0.3398,0.0136,1070.0,1070.0,860.0,1000.0
004881,0.0486482415844566,0.0486482415844566,0.0486482415844566,0.0486482415844566,0.0486482415844566,0.4858,0.0086,402.0,402.0,2197.0,1000.3333333333334
007139,0.042453412316426,0.042453412316426,0.042453412316426,0.042453412316426,0.042453412316426,0.4492,0.0142,529.0,529.0,1943.0,1000.3333333333334
000697,0.0239906377998829,0.0239906377998829,0.0239906377998829,0.0239906377998829,0.0239906377998829,0.3805,0.0136,883.0,883.0,1236.0,1000.6666666666666
090011,0.0147282884713051,0.0147282884713051,0.0147282884713051,0.0147282884713051,0.0147282884713051,0.3076,0.0052,1195.0,1195.0,612.0,1000.6666666666666
001719,0.0686274509803921,0.0686274509803921,0.0686274509803921,0.0686274509803921,0.0686274509803921,0.6842,0.0212,94.0,94.0,2819.0,1002.3333333333334
012978,0.0169014084507041,0.0169014084507041,0.0169014084507041,0.0169014084507041,0.0169014084507041,0.3376,0.0259,1088.0,1088.0,831.5,1002.5
011248,0.013133668835154,0.013133668835154,0.013133668835154,0.013133668835154,0.013133668835154,0.2798,0.0147,1289.0,1289.0,430.5,1002.8333333333334
002872,0.0272075015983519,0.0272075015983519,0.0272075015983519,0.0272075015983519,0.0272075015983519,0.4,0.0147,799.0,799.0,1412.0,1003.3333333333334
003191,0.050022889009114,0.050022889009114,0.050022889009114,0.050022889009114,0.050022889009114,0.4945,0.0157,379.0,379.0,2252.0,1003.3333333333334
001186,0.0632530120481927,0.0632530120481927,0.0632530120481927,0.0632530120481927,0.0632530120481927,0.6267,0.0118,155.0,155.0,2702.0,1004.0
005502,0.0446134546024776,0.0446134546024776,0.0446134546024776,0.0446134546024776,0.0446134546024776,0.4613,0.0078,488.0,488.0,2036.5,1004.1666666666666
009704,0.0438321853475266,0.0438321853475266,0.0438321853475266,0.0438321853475266,0.0438321853475266,0.458,0.0145,504.0,504.0,2005.5,1004.5
000083,0.0644556596971882,0.0644556596971882,0.0644556596971882,0.0644556596971882,0.0644556596971882,0.6405,0.0139,139.0,139.0,2736.0,1004.6666666666666
009707,0.0163887083965056,0.0163887083965056,0.0163887083965056,0.0163887083965056,0.0163887083965056,0.3332,0.0144,1114.0,1114.0,790.0,1006.0
007369,0.0517938352703384,0.0517938352703384,0.0517938352703384,0.0517938352703384,0.0517938352703384,0.5098,0.0164,339.0,339.0,2340.0,1006.0
009069,0.0121750893806166,0.0121750893806166,0.0121750893806166,0.0121750893806166,0.0121750893806166,0.2567,0.0081,1346.5,1346.5,325.5,1006.1666666666666
009708,0.0164387547279603,0.0164387547279603,0.0164387547279603,0.0164387547279603,0.0164387547279603,0.3341,0.0142,1110.0,1110.0,798.5,1006.1666666666666
006408,0.0574037534988297,0.0574037534988297,0.0574037534988297,0.0574037534988297,0.0574037534988297,0.5649,0.0172,242.0,242.0,2535.0,1006.3333333333334
006229,0.0552944149608288,0.0552944149608288,0.0552944149608288,0.0552944149608288,0.0552944149608288,0.5368,0.0173,285.0,285.0,2453.5,1007.8333333333334
010679,0.0151023464802795,0.0151023464802795,0.0151023464802795,0.0151023464802795,0.0151023464802795,0.319,0.0138,1174.0,1174.0,675.5,1007.8333333333334
009669,0.0139321966430039,0.0139321966430039,0.0139321966430039,0.0139321966430039,0.0139321966430039,0.2952,0.0121,1248.0,1248.0,527.5,1007.8333333333334
010706,0.0226354082457558,0.0226354082457558,0.0226354082457558,0.0226354082457558,0.0226354082457558,0.3766,0.0148,916.0,916.0,1192.0,1008.0
007368,0.0514200546493334,0.0514200546493334,0.0514200546493334,0.0514200546493334,0.0514200546493334,0.5066,0.0162,349.0,349.0,2326.0,1008.0
009447,0.0300245098039215,0.0300245098039215,0.0300245098039215,0.0300245098039215,0.0300245098039215,0.4096,0.0133,752.0,752.0,1522.0,1008.6666666666666
008372,0.0312921673199254,0.0312921673199254,0.0312921673199254,0.0312921673199254,0.0312921673199254,0.4133,0.0137,730.0,730.0,1567.0,1009.0
009381,0.0487888092801092,0.0487888092801092,0.0487888092801092,0.0487888092801092,0.0487888092801092,0.4906,0.0121,401.0,401.0,2225.0,1009.0
001877,0.0258614462183051,0.0258614462183051,0.0258614462183051,0.0258614462183051,0.0258614462183051,0.3936,0.0151,834.0,834.0,1360.5,1009.5
001349,0.0190597204574333,0.0190597204574333,0.0190597204574333,0.0190597204574333,0.0190597204574333,0.3569,0.0119,1011.0,1011.0,1007.0,1009.6666666666666
011899,0.0319564445496508,0.0319564445496508,0.0319564445496508,0.0319564445496508,0.0319564445496508,0.415,0.07,719.0,719.0,1593.0,1010.3333333333334
